,dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
1006,0.43,0.27,0.5,1,1,no,no,no,no,3.200000048,0,no,no
1007,0.37,0.32,0.775,2,2,no,no,no,no,3.200000048,0,no,no
1008,0.34,0.31,0.774647887,2,1,no,no,no,yes,2,0,no,no
1009,0.43,0.42,0.888157895,1,2,no,yes,no,yes,3.900000095,0,no,yes
1010,0.36,0.35,0.835526316,1,2,no,no,no,yes,3.900000095,0,no,yes
1011,0.78,0.72,0.9,1,2,no,no,no,no,3.599999905,1,no,yes
1012,0.38,0.17,0.6875,1,1,no,no,no,yes,2,0,no,no
1013,0.37,0.31,0.649305556,1,1,no,no,no,no,3.099999905,0,no,no
1014,0.37,0.31,0.149305556,1,1,no,no,no,no,3.099999905,0,no,no
1015,0.42,0.23,0.654545455,2,1,no,no,no,no,2,0,no,no
1016,0.33,0.25,0.795031056,2,1,no,no,no,no,3.200000048,0,no,no
1017,0.41,0.29,0.852564103,3,2,no,no,no,yes,3.200000048,0,yes,no
1018,0.38,0.32,0.797202797,1,2,no,no,no,no,5.300000191,1,yes,no
1019,0.33,0.33,0.774193548,1,2,no,no,no,yes,2,1,no,no
1020,0.39,0.38,0.8,4,2,no,no,yes,yes,10.60000038,1,no,no
1021,0.27,0.23,0.8,4,2,no,no,no,yes,3.200000048,1,yes,yes
1022,0.63,0.24,0.788888889,5,2,yes,no,no,yes,3.200000048,0,yes,yes
1023,0.43,0.38,0.803782496,5,2,no,no,no,no,8.899999619,1,no,yes
1024,0.33,0.23,0.8,3,2,yes,no,no,yes,3.200000048,1,yes,no
1025,0.38,0.33,0.798449612,2,2,no,no,no,yes,2,1,yes,yes
1026,0.37,0.18,0.805755396,5,2,no,no,no,no,3.900000095,1,yes,yes
1027,0.21,0.13,0.804123711,6,2,yes,no,yes,yes,3.200000048,0,yes,yes
1028,0.21,0.21,0.8,3,2,no,no,no,yes,3.200000048,1,yes,no
1029,0.23,0.18,1,2,2,yes,no,no,no,3.900000095,1,yes,no
1030,0.57,0.36,1.028571429,1,2,no,no,yes,yes,4.300000191,1,no,yes
1031,0.27,0.23,0.8,1,2,no,no,no,yes,3.599999905,1,no,no
1032,0.33,0.23,1,1,2,no,no,no,no,3.900000095,1,no,no
1033,0.47,0.3,0.70155902,1,1,no,no,yes,no,5.300000191,0,no,no
1034,0.32,0.29,0.735981308,1,1,no,no,no,yes,3.200000048,0,no,no
1035,0.29,0.23,0.910067114,6,1,no,no,no,no,3.200000048,0,no,no
1036,0.47,0.15,0.393982808,2,1,no,no,yes,no,3.200000048,0,no,no
1037,0.53,0.3,0.665322581,2,1,no,no,no,no,4.300000191,0,no,no
1038,0.31,0.31,0.803738318,1,2,no,no,no,no,10.60000038,0,no,no
1039,0.39,0.28,0.748427673,2,2,no,no,no,no,3.200000048,0,no,no
1040,0.36,0.26,0.84,4,1,no,no,no,no,3.900000095,0,no,no
1041,0.42,0.21,0.795744681,1,2,no,no,no,yes,3.200000048,0,no,no
1042,0.36,0.27,0.899371069,3,2,no,no,no,no,2,0,no,no
1043,0.35,0.29,0.72972973,1,2,no,no,no,yes,1.799999952,0,no,no
1044,0.26,0.22,0.842342342,5,2,no,no,no,yes,3.200000048,0,no,no
1045,0.22,0.21,0.463157895,2,2,no,no,no,no,3.200000048,1,no,no
1046,0.14,0.14,0.261538462,1,2,no,no,no,no,3.200000048,0,no,no
1047,0.32,0.23,0.797029703,5,2,no,no,no,no,3.099999905,0,no,no
1048,0.28,0.27,0.742990654,4,2,no,no,no,yes,1.799999952,0,no,no
1049,0.37,0.3,0.771428571,2,2,no,no,no,yes,10.60000038,0,yes,no
1050,0.28,0.26,0.748,2,2,no,no,yes,no,3.200000048,0,no,no
1051,0.29,0.25,0.479674797,2,2,no,no,no,yes,4.300000191,0,no,no
1052,0.27,0.25,0.803571429,5,2,no,no,no,no,3.200000048,0,yes,no
1053,0.25,0.24,0.803030303,2,2,no,no,no,yes,3.099999905,0,no,no
1054,0.26,0.18,0.8,2,2,no,no,no,no,3.099999905,0,no,no
1055,0.3,0.29,0.37037037,1,1,no,no,no,no,3.200000048,0,no,no
1056,0.5,0.29,0.79876161,2,1,no,no,no,no,3.599999905,0,no,yes
1057,0.38,0.19,0.788461538,6,2,no,no,no,no,8.899999619,0,no,no
1058,0.4,0.25,0.838187702,2,2,no,no,no,no,3.200000048,0,no,no
1059,0.34,0.28,0.792134831,6,2,no,no,no,no,3.200000048,0,no,no
1060,0.32,0.31,0.79245283,1,2,no,no,no,no,3.200000048,0,no,no
1061,0.26,0.21,0.705882353,2,2,no,no,no,no,3.200000048,0,no,no
1062,0.2,0.2,0.508474576,1,2,no,no,yes,no,10.60000038,0,no,no
1063,0.29,0.23,0.844036697,1,1,no,no,no,no,3.200000048,0,no,no
1064,0.32,0.27,0.899280576,3,2,no,no,no,yes,10.60000038,0,no,no
1065,0.39,0.34,0.799485861,1,1,no,no,no,yes,3.200000048,0,yes,yes
1066,0.19,0.18,0.74375,1,2,no,no,no,yes,3.099999905,0,no,no
1067,0.37,0.32,0.898550725,1,2,no,no,no,no,3.200000048,0,no,no
1068,0.41,0.3,0.555555556,1,1,no,no,no,no,3.900000095,0,no,no
1069,0.38,0.23,0.794642857,2,2,no,no,no,yes,3.099999905,0,no,yes
1070,0.33,0.28,0.88,1,2,no,no,no,no,10.60000038,1,no,no
1071,0.349000015,0.202000008,0.909248328,5,1,no,no,no,yes,3.200000048,1,no,no
1072,0.384000015,0.302999992,0.431372549,2,1,no,no,no,no,3.200000048,0,no,no
1073,0.31,0.2,0.495049505,1,1,no,no,no,no,2,0,no,no
1074,0.27,0.27,0.18404908,1,2,no,no,yes,yes,3.200000048,0,no,no
1075,0.395999985,0.148000002,0.281690141,1,2,no,no,no,no,3.900000095,0,no,no
1076,0.26,0.2,0.468085106,1,1,no,no,no,no,1.799999952,0,no,no
1077,0.369000015,0.335999985,0.918518519,2,2,no,no,no,no,2,0,no,no
1078,0.31,0.196000004,1,6,4,no,no,no,no,10.60000038,0,no,yes
1079,0.352999992,0.31,0.428571429,3,2,no,no,no,no,2,0,no,no
1080,0.276000004,0.208999996,0.464480874,1,1,no,no,no,no,3.200000048,0,no,no
1081,0.31,0.31,0.297619048,1,1,no,no,no,no,3.200000048,0,no,no
1082,0.38,0.33,0.880952381,1,3,no,no,no,yes,3.200000048,1,no,no
1083,0.37,0.16,0.769230769,1,3,no,no,yes,no,4.300000191,1,no,no
1084,0.36,0.22,0.904761905,2,2,no,no,no,no,3.900000095,0,no,no
1085,0.35,0.23,0.913793103,1,2,no,no,no,no,2,1,no,no
1086,0.36,0.34,0.897959184,1,2,no,no,no,yes,3.200000048,0,no,no
1087,0.395999985,0.16,0.789473684,1,1,no,no,no,no,3.099999905,0,no,no
1088,0.36,0.28,0.888888889,2,2,no,no,no,yes,3.200000048,0,no,no
1089,0.36,0.31,0.831081081,1,2,no,no,no,no,3.099999905,0,no,no
1090,0.27,0.27,0.5,1,1,no,no,no,yes,4.300000191,0,no,no
1091,0.31,0.28,0.802631579,1,1,no,no,no,no,3.200000048,0,no,no
1092,0.34,0.28,0.8,1,2,no,no,no,no,1.799999952,0,no,no
1093,0.29,0.24,0.9,6,2,no,no,no,no,3.200000048,1,no,no
1094,0.42,0.42,0.775862069,1,1,no,no,no,no,3.200000048,0,no,no
1095,3,3,0.571428571,1,3,no,no,yes,no,10.60000038,0,no,yes
1096,0.33,0.29,0.807142857,1,2,no,no,yes,yes,10.60000038,0,no,no
1097,0.32,0.21,0.9,1,2,no,no,no,yes,3.900000095,0,no,no
1098,0.3,0.2,0.8,6,2,yes,no,no,no,4.300000191,0,no,yes
1099,0.29,0.24,0.944444444,1,2,no,no,no,no,4.300000191,0,no,no
1100,0.28,0.17,0.62962963,2,2,no,no,no,no,4.300000191,0,no,no
1101,0.37,0.3,0.928571429,2,2,no,no,no,no,3.200000048,0,yes,no
1102,0.37,0.35,0.843023256,1,2,no,no,no,no,1.799999952,1,no,no
1103,0.19,0.16,0.428571429,2,2,no,no,no,yes,10.60000038,1,no,no
1104,0.36,0.29,0.549450549,1,2,no,no,no,no,3.599999905,0,no,no
1105,0.83,0.72,0.716292135,3,2,no,no,no,yes,3.599999905,0,no,no
1106,0.29,0.16,0.40625,1,2,no,no,no,yes,3.599999905,0,no,no
1107,0.37,0.31,0.9,3,2,no,no,no,yes,3.599999905,1,yes,no
1108,0.21,0.21,0.555555556,2,2,yes,no,no,no,3.599999905,0,no,no
1109,0.21,0.19,0.551470588,1,2,no,no,no,yes,3.599999905,0,no,no
1110,0.29,0.28,0.333333333,2,2,no,no,no,yes,3.599999905,0,no,no
1111,0.21,0.14,0.952941176,5,2,no,no,no,yes,3.599999905,0,no,no
1112,0.42,0.32,0.8,2,2,no,no,no,yes,3.599999905,1,no,no
1113,0.22,0.21,0.6875,1,2,no,no,no,no,3.599999905,0,no,no
1114,0.27,0.23,0.698224852,2,2,no,no,no,no,3.599999905,0,no,no
1115,0.43,0.34,0.952380952,1,2,no,no,no,yes,3.599999905,1,yes,no
1116,0.37,0.2,0.896774194,6,2,yes,yes,no,no,3.599999905,1,no,yes
1117,0.29,0.29,0.95,4,2,no,no,no,yes,3.599999905,1,no,no
1118,0.17,0.13,0.031510658,1,2,no,no,no,no,3.599999905,0,no,no
1119,0.34,0.24,0.901315789,5,2,no,no,no,yes,3.599999905,0,no,no
1120,0.16,0.16,0.36,1,2,no,no,no,no,3.599999905,0,no,no
1121,0.13,0.12,0.526315789,2,2,no,no,no,no,3.599999905,0,no,no
1122,0.31,0.24,0.609418283,2,1,no,no,no,no,3.599999905,0,no,no
1123,0.23,0.23,0.72147651,5,2,no,no,yes,no,3.599999905,0,no,no
1124,0.2,0.18,0.8,2,1,no,no,no,yes,3.599999905,1,no,no
1125,0.21,0.19,0.298507463,2,2,no,no,no,no,3.599999905,0,no,no
1126,0.24,0.22,0.773480663,2,1,no,no,no,no,3.599999905,0,no,no
1127,0.22,0.22,0.5,1,2,no,no,no,no,3.599999905,0,no,no
1128,0.25,0.17,0.588235294,3,2,no,no,no,yes,3.599999905,0,no,no
1129,0.34,0.29,0.832,3,2,no,no,no,yes,3.599999905,1,no,no
1130,0.4,0.31,0.436681223,2,1,no,no,no,no,3.599999905,0,no,no
1131,0.29,0.25,0.666666667,2,1,no,no,no,no,3.599999905,0,no,no
1132,0.29,0.22,0.699300699,2,2,no,no,no,no,3.599999905,0,no,no
1133,0.14,0.14,0.279069767,1,2,no,no,no,no,3.599999905,1,yes,no
1134,0.41,0.31,1,1,2,no,no,no,no,3.599999905,0,no,no
1135,0.37,0.28,0.869565217,1,2,no,no,no,yes,3.599999905,1,yes,no
1136,0.43,0.43,0.952380952,5,2,no,no,no,yes,3.599999905,1,yes,no
1137,0.26,0.26,0.902857143,1,2,no,no,no,no,3.599999905,1,no,no
1138,0.23,0.23,0.952941176,5,2,no,no,no,yes,3.599999905,1,no,no
1139,0.217000008,0.212999992,0.638888889,1,1,no,no,no,no,3.200000048,0,no,no
1140,0.37,0.322000008,0.731707317,1,2,no,no,no,yes,3.099999905,1,no,no
1141,0.332000008,0.293999996,0.9,6,2,no,no,no,no,1.799999952,0,no,no
1142,0.3,0.232000008,0.786885246,2,1,no,no,yes,yes,3.200000048,0,no,no
1143,0.370999985,0.261000004,0.688405797,6,2,no,no,no,no,3.200000048,0,no,no
1144,0.35,0.237000008,0.839378238,1,2,no,no,no,no,4.300000191,0,no,no
1145,0.17,0.136999998,0.22875817,1,2,no,no,no,yes,4.300000191,0,no,no
1146,0.261800003,0.123299999,0.7375,6,2,no,no,no,no,3.099999905,1,no,no
1147,0.218999996,0.21,0.743243243,5,2,no,no,no,no,8.899999619,0,no,no
1148,0.347999992,0.327000008,0.8,4,2,no,no,no,no,3.099999905,1,no,no
1149,0.36,0.36,0.678294574,6,2,no,no,no,no,3.200000048,0,no,no
1150,0.43,0.11,0.537414966,1,1,no,no,no,no,3.200000048,0,no,no
1151,0.27,0.22,0.197594502,3,1,no,no,no,no,3.599999905,0,no,no
1152,0.36,0.28,0.951724138,5,1,no,no,no,no,3.200000048,0,no,no
1153,0.27,0.23,0.676258993,5,2,yes,no,no,no,1.799999952,0,no,no
1154,0.31,0.29,0.943396226,2,1,no,no,no,yes,3.599999905,0,yes,no
1155,0.35,0.3,0.879699248,1,2,no,no,no,no,3.200000048,0,no,no
1156,0.36,0.28,0.893617021,6,2,no,no,no,yes,3.099999905,0,no,no
1157,0.26,0.25,0.428571429,6,2,yes,no,yes,no,10.60000038,0,no,no
1158,0.36,0.31,1.033613445,1,2,no,no,no,no,3.200000048,0,no,no
1159,0.32,0.3,0.86440678,1,2,no,no,no,no,3.200000048,0,no,no
1160,0.28,0.23,0.917197452,1,2,no,no,no,no,3.200000048,1,no,no
1161,0.34,0.23,0.801652893,1,1,no,no,no,yes,2,0,no,no
1162,0.25,0.24,0.613636364,1,2,no,no,no,yes,3.200000048,1,no,no
1163,0.35,0.26,1.127118644,1,2,no,no,no,no,3.200000048,0,no,yes
1164,0.12,0.07,0.696202532,1,1,no,no,yes,yes,3.200000048,1,no,no
1165,0.33,0.32,0.584415584,1,1,no,no,no,no,3.900000095,1,no,no
1166,0.26,0.17,0.787096774,1,2,no,no,no,no,3.099999905,0,no,no
1167,0.2,0.2,0.715189873,1,2,no,no,no,yes,1.799999952,1,no,no
1168,0.31,0.21,0.953271028,1,2,no,no,no,yes,1.799999952,1,no,no
1169,0.2,0.2,0.92,6,2,no,no,no,yes,10.60000038,0,no,yes
1170,0.37,0.29,1.14084507,1,2,no,no,no,no,3.599999905,0,no,no
1171,0.31,0.19,0.281842818,1,1,no,no,no,yes,3.599999905,1,no,no
1172,0.38,0.28,0.625,1,2,no,no,no,yes,3.599999905,1,no,no
1173,0.29,0.09,0.493333333,1,1,no,no,yes,no,3.599999905,1,no,no
1174,0.35,0.26,0.918032787,1,1,no,no,no,no,3.599999905,0,no,no
1175,0.4,0.26,0.899305556,1,1,no,no,no,yes,3.599999905,0,no,no
1176,0.34,0.23,0.920245399,1,2,no,no,no,no,3.200000048,1,no,no
1177,0.33,0.24,0.422580645,1,1,no,no,yes,no,10.60000038,0,yes,no
1178,0.31,0.21,0.763265306,1,1,no,no,no,no,1.799999952,0,no,no
1179,0.41,0.29,1.201550388,1,2,no,no,no,yes,3.200000048,1,no,no
1180,0.24,0.26,0.495978552,3,1,no,no,no,no,3.599999905,0,no,yes
1181,0.24,0.11,0.748387097,1,2,no,no,no,yes,1.799999952,1,no,no
1182,0.38,0.2,0.797297297,6,1,no,no,no,no,3.200000048,0,yes,no
1183,0.33,0.31,0.87244898,2,2,no,no,no,yes,3.200000048,0,no,no
1184,0.32,0.17,0.65408805,1,1,no,no,no,no,3.200000048,1,no,no
1185,0.37,0.28,0.905325444,1,2,no,no,no,no,1.799999952,0,no,no
1186,0.38,0.23,0.47,2,1,no,no,no,no,3.200000048,0,no,no
1187,0.31,0.28,0.7875,2,2,no,no,no,yes,10.60000038,0,no,no
1188,0.31,0.31,0.596685083,6,2,no,no,no,yes,3.599999905,0,yes,yes
1189,0.35,0.26,0.929487179,1,2,no,no,no,no,3.200000048,0,no,no
1190,0.31,0.29,0.783783784,1,1,no,no,no,no,3.599999905,1,no,no
1191,0.24,0.23,0.273972603,1,2,no,no,no,yes,3.599999905,0,no,no
1192,0.35,0.16,0.64516129,1,2,no,no,no,no,3.599999905,0,no,no
1193,0.37,0.3,0.784810127,1,2,no,no,no,yes,3.200000048,0,no,no
1194,0.3,0.28,0.923611111,1,2,no,no,no,no,10.60000038,0,no,no
1195,0.31,0.31,0.928571429,1,2,no,no,no,yes,3.200000048,1,no,no
1196,0.17,0.17,0.249350649,1,1,no,no,no,no,3.200000048,0,no,no
1197,0.37,0.29,0.747368421,1,2,no,no,no,no,3.200000048,0,yes,no
1198,0.24,0.15,0.753424658,1,2,no,no,no,no,3.200000048,1,no,yes
1199,0.35,0.28,0.14516129,1,1,no,no,no,yes,3.200000048,1,no,yes
1200,0.35,0.28,0.741935484,2,1,no,no,no,yes,3.200000048,1,no,yes
1201,0.32,0.23,0.797468354,5,2,no,no,no,yes,4.300000191,0,no,no
1202,0.33,0.28,0.847058824,1,2,no,no,no,no,1.799999952,0,no,no
1203,0.35,0.26,0.788235294,1,1,no,no,no,no,3.200000048,0,no,no
1204,0.39,0.18,0.947368421,6,1,no,no,no,yes,5.300000191,1,no,yes
1205,0.28,0.27,0.665467626,6,2,no,no,no,yes,3.200000048,1,no,no
1206,0.4,0.31,0.894444444,6,2,no,no,no,no,3.200000048,0,no,yes
1207,0.47,0.22,0.315926893,1,1,no,no,yes,yes,3.200000048,1,yes,no
1208,0.38,0.28,0.571428571,1,2,no,no,no,yes,3.099999905,1,no,no
1209,0.39,0.23,0.888888889,6,3,no,no,no,yes,4.300000191,1,no,no
1210,0.32,0.23,0.87394958,6,2,no,no,no,no,10.60000038,0,no,no
1211,0.37,0.3,0.456937799,6,1,no,no,yes,no,3.099999905,0,no,no
1212,0.49,0.27,0.199481865,1,1,no,no,no,no,3.200000048,0,no,no
1213,0.17,0.09,0.756906077,1,1,no,no,yes,no,4.300000191,1,no,no
1214,0.33,0.29,0.584415584,1,2,no,no,no,no,3.099999905,0,no,no
1215,0.33,0.27,0.339622642,5,2,no,no,yes,no,4.300000191,0,yes,no
1216,0.27,0.26,0.795698925,1,2,no,no,no,yes,3.900000095,1,no,no
1217,0.32,0.29,1.095652174,5,1,no,no,no,yes,3.200000048,1,no,no
1218,0.35,0.27,0.928301887,1,1,no,no,no,no,3.599999905,0,no,no
1219,0.33,0.31,0.744444444,1,2,no,no,no,no,3.200000048,1,no,no
1220,0.29,0.29,0.794701987,1,2,no,no,yes,no,3.599999905,0,no,no
1221,0.32,0.22,0.795180723,1,2,no,no,no,yes,2,0,no,no
1222,0.37,0.26,0.895348837,1,2,no,no,no,yes,2,0,no,no
1223,0.26,0.25,0.892307692,1,2,no,no,no,yes,3.200000048,0,no,no
1224,0.35,0.27,0.885135135,1,2,no,no,no,yes,4.300000191,0,no,no
1225,0.26,0.25,0.916129032,1,2,no,no,no,no,3.099999905,0,no,no
1226,0.31,0.2,0.770588235,1,2,no,no,no,no,1.799999952,0,no,no
1227,0.35,0.3,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
1228,0.55,0.32,0.903030303,2,2,no,no,no,yes,4.300000191,0,yes,yes
1229,0.31,0.28,0.773972603,1,2,no,no,no,no,2,0,no,no
1230,0.24,0.14,0.545454545,2,1,no,no,no,no,3.599999905,0,no,no
1231,0.34,0.31,0.801282051,1,2,no,no,yes,yes,3.200000048,0,no,no
1232,0.3,0.23,0.902857143,6,2,yes,no,no,no,3.200000048,0,yes,yes
1233,0.33,0.32,0.745762712,1,1,no,no,yes,no,3.200000048,0,no,no
1234,0.37,0.31,0.899224806,3,2,yes,no,no,yes,3.200000048,1,no,yes
1235,0.25,0.2,0.802721088,1,2,no,no,no,no,3.200000048,0,no,no
1236,0.29,0.21,0.783505155,1,1,no,no,yes,no,3.200000048,0,no,no
1237,0.32,0.2,0.888157895,2,1,no,no,no,yes,3.200000048,0,no,no
1238,0.36,0.15,0.769230769,2,1,no,no,no,no,3.099999905,1,no,no
1239,0.24,0.23,0.790419162,1,1,no,no,no,yes,3.200000048,0,no,no
1240,0.1,0.04,0.8,1,1,no,no,no,no,3.200000048,0,no,no
1241,0.34,0.28,0.896551724,1,2,no,no,no,no,3.099999905,0,no,no
1242,0.43,0.3,0.666666667,2,3,yes,no,no,yes,10.60000038,0,no,no
1243,0.39,0.3,0.713012478,1,2,no,no,yes,yes,4.300000191,0,no,no
1244,0.31,0.28,0.776223776,2,2,no,no,no,yes,4.300000191,0,no,no
1245,0.37,0.26,0.676923077,2,2,no,no,no,yes,5.300000191,1,no,no
1246,0.31,0.25,0.59970015,1,1,no,no,no,no,1.799999952,0,no,no
1247,0.37,0.26,0.498575499,2,1,no,no,no,yes,5.300000191,0,no,no
1248,0.24,0.2,0.648330059,1,2,no,no,yes,no,1.799999952,0,no,no
1249,0.37,0.24,0.655976676,1,1,no,no,no,no,1.799999952,0,no,no
1250,0.35,0.27,1,1,2,no,no,no,yes,3.200000048,1,no,no
1251,0.29,0.26,0.7,2,1,no,no,yes,no,10.60000038,0,no,no
1252,0.29,0.28,0.364415863,2,1,no,no,no,no,3.900000095,0,no,no
1253,0.07,0.07,0.752238806,1,1,no,no,yes,no,10.60000038,0,no,no
1254,0.36,0.33,0.8,1,2,no,no,no,no,2,0,no,no
1255,0.25,0.22,0.528301887,1,1,no,no,no,no,10.60000038,0,no,no
1256,0.21,0.18,0.703703704,1,2,no,no,yes,no,10.60000038,0,no,no
1257,0.13,0.1,0.454545455,2,1,no,no,no,no,4.300000191,0,no,no
1258,0.34,0.23,1,2,4,yes,no,no,yes,4.300000191,1,no,no
1259,0.39,0.33,0.724137931,2,1,no,no,no,no,3.200000048,0,no,no
1260,0.3,0.29,0.682593857,2,2,no,no,no,yes,2,0,no,no
1261,0.29,0.17,1,1,2,no,no,no,no,3.099999905,1,no,no
1262,0.17,0.12,0.498489426,1,1,no,no,no,no,3.200000048,0,no,no
1263,0.37,0.27,0.477099237,1,2,no,no,no,no,3.200000048,0,no,no
1264,0.44,0.37,0.821238938,2,2,no,no,yes,no,3.200000048,0,no,yes
1265,0.37,0.28,0.659340632,5,1,no,no,no,no,3.200000048,0,no,no
1266,0.25,0.23,0.765110959,1,1,no,no,no,no,3.099999905,0,no,no
1267,0.26,0.25,0.995184603,2,2,no,no,no,yes,1.799999952,1,no,no
1268,0.75,0.29,0.448717949,1,2,no,no,no,yes,8.899999619,0,no,yes
1269,0.175,0.12,0.508474576,1,2,no,no,no,yes,4.300000191,0,no,no
1270,0.18,0.18,0.745098039,1,2,no,no,no,no,1.799999952,0,no,no
1271,0.35,0.3,0.446351931,1,1,no,no,yes,no,3.200000048,0,no,no
1272,0.276000004,0.26,1,1,2,no,no,no,yes,3.200000048,1,yes,no
1273,0.28,0.28,0.946236559,1,2,no,no,no,yes,3.900000095,0,no,yes
1274,0.33,0.22,0.858333333,5,2,no,no,no,no,3.200000048,1,yes,no
1275,0.18,0.18,0.604395604,4,2,no,no,no,yes,4.300000191,1,no,no
1276,0.48,0.34,0.604395604,2,2,no,no,yes,yes,3.200000048,1,yes,no
1277,0.19,0.19,0.833333333,4,2,no,no,no,no,3.200000048,1,no,no
1278,0.4,0.3,0.927272727,5,2,no,no,no,yes,3.200000048,1,yes,no
1279,0.55,0.23,0.574712644,3,2,no,no,no,no,3.200000048,1,no,no
1280,0.39,0.28,0.803738318,4,2,no,no,no,yes,3.900000095,1,yes,no
1281,0.691999969,0.377999992,0.8,5,2,no,no,yes,no,3.200000048,0,no,yes
1282,0.405999985,0.29,1.14,1,1,no,no,no,no,3.200000048,0,no,no
1283,0.412000008,0.307999992,1.000676174,1,2,no,no,no,yes,2,1,no,yes
1284,0.3,0.265,0.948148148,2,2,no,no,no,no,3.200000048,0,no,yes
1285,0.347999992,0.163999996,0.779166667,1,2,no,no,no,no,3.200000048,0,no,no
1286,0.325,0.272000008,0.903448276,1,1,no,no,no,yes,4.300000191,1,no,no
1287,0.359000015,0.28,0.8,3,1,no,no,no,no,4.300000191,0,yes,no
1288,0.3,0.265,0.903703704,2,2,no,no,no,no,3.200000048,0,no,no
1289,0.267000008,0.185,0.794444444,1,2,no,no,no,no,3.200000048,0,no,no
1290,0.33,0.31,0.780952381,1,2,no,no,no,yes,2,1,no,no
1291,0.305,0.225,0.684210526,5,1,no,no,no,no,2,0,no,no
1292,0.32,0.28,0.873333333,1,2,no,no,yes,yes,3.200000048,1,no,no
1293,0.37,0.25,0.942675159,1,2,no,no,no,no,10.60000038,0,no,no
1294,0.243999996,0.203999996,0.692307692,1,2,no,no,yes,no,4.300000191,0,no,no
1295,0.324000015,0.3,0.746268657,1,1,no,no,no,no,4.300000191,0,no,no
1296,0.35,0.292000008,0.884848485,6,2,yes,no,no,no,3.200000048,0,yes,yes
1297,0.38,0.14,0.777464789,2,2,no,no,no,no,4.300000191,0,no,no
1298,0.24,0.197000008,0.868852459,1,2,no,no,no,yes,1.799999952,1,no,no
1299,0.312000008,0.257000008,0.801169591,1,2,no,no,no,no,4.300000191,0,no,no
1300,0.32,0.258999996,0.676470588,1,2,no,no,no,no,3.099999905,0,no,no
1301,0.36,0.182999992,0.794642857,2,2,no,no,no,yes,3.099999905,0,no,no
1302,0.176000004,0.12,0.671875,2,2,no,no,yes,no,3.200000048,0,no,no
1303,0.31,0.24,0.803030303,1,2,no,no,yes,yes,10.60000038,0,no,no
1304,0.27,0.23,0.775,1,2,no,no,no,no,3.200000048,0,no,no
1305,0.3,0.3,0.5,6,2,yes,no,no,yes,3.099999905,0,no,yes
1306,0.41,0.21,0.90052356,2,1,no,no,no,no,1.799999952,0,no,yes
1307,0.19,0.12,0.411764706,1,2,no,no,no,no,3.900000095,0,no,no
1308,0.2,0.19,0.534285714,6,1,no,no,no,no,3.200000048,0,no,no
1309,0.4,0.146000004,0.666666667,1,1,no,no,no,yes,3.900000095,1,no,no
1310,0.32,0.257999992,0.773584906,2,2,no,no,no,yes,3.200000048,0,no,no
1311,0.35,0.33,0.740229885,5,1,no,no,yes,no,3.200000048,0,no,no
1312,0.37,0.27,0.666666667,2,2,no,no,no,yes,3.200000048,0,no,no
1313,0.35,0.29,0.944303797,1,1,no,no,no,no,3.200000048,0,no,no
1314,0.33,0.18,0.782396088,1,1,no,no,no,no,8.899999619,0,no,no
1315,0.15,0.15,0.722021661,1,2,no,no,yes,no,5.300000191,0,no,no
1316,0.34,0.23,0.464480874,1,1,no,no,no,no,3.900000095,0,no,no
1317,0.27,0.17,0.713375796,1,1,no,no,yes,yes,3.099999905,0,no,no
1318,0.34,0.18,0.8,5,1,no,no,no,no,3.200000048,0,yes,no
1319,0.3,0.22,0.642335766,2,1,no,no,no,no,3.200000048,0,no,no
1320,0.32,0.32,0.595744681,1,2,no,no,no,yes,3.099999905,0,no,no
1321,1.28,0.73,0.70754717,1,1,no,no,yes,no,4.300000191,0,no,no
1322,0.28,0.15,0.796460177,2,1,no,no,no,yes,3.900000095,0,no,no
1323,0.24,0.22,0.703703704,1,1,no,no,yes,no,10.60000038,0,no,no
1324,0.24,0.24,0.8,1,2,no,no,no,yes,4.300000191,0,yes,no
1325,0.38,0.36,1.031578947,1,1,no,no,no,no,3.200000048,0,no,no
1326,0.32,0.26,0.9,1,2,no,no,no,no,3.900000095,1,yes,no
1327,0.35,0.24,0.863636364,2,2,no,no,no,yes,3.200000048,1,no,no
1328,0.25,0.17,1.1875,1,2,no,no,no,yes,4.300000191,1,no,no
1329,0.44,0.11,0.5,1,1,no,no,no,yes,2,0,no,no
1330,0.12,0.12,0.333333333,2,2,no,no,no,no,3.200000048,0,no,no
1331,0.21,0.21,0.638297872,1,1,no,no,no,yes,3.200000048,0,no,no
1332,0.24,0.24,0.733333333,1,1,no,no,yes,no,10.60000038,0,no,no
1333,0.36,0.36,0.591836735,1,1,no,no,no,no,3.200000048,0,no,no
1334,0.32,0.19,0.803418803,2,2,no,no,no,yes,4.300000191,1,no,no
1335,0.42,0.35,0.8,2,3,no,no,yes,no,3.200000048,0,no,no
1336,0.37,0.24,0.596491228,1,1,yes,no,yes,yes,3.200000048,0,no,no
1337,0.33,0.32,0.670250896,3,4,no,no,yes,yes,10.60000038,0,no,no
1338,0.27,0.22,0.491071429,1,1,no,no,no,no,3.200000048,0,no,no
1339,0.3,0.26,0.582524272,1,1,no,no,no,yes,2,1,no,no
1340,0.48,0.48,0.728205128,3,1,no,no,yes,yes,10.60000038,0,no,no
1341,0.19,0.17,0.786666667,1,2,no,no,no,no,3.099999905,0,no,no
