Age,Job,Income,Schooling,Married_Status,Job_Type,Color_Race,Gender,Place
59, Self-emp-not-inc,76000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
33, Self-emp-not-inc,176000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
22, Private,307000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
48, Private,265000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
54, Private,139000, HS-grad, Widowed, Adm-clerical, White, Female, United-States
49, Private,108000, Some-college, Divorced, Adm-clerical, White, Female, United-States
37, Private,34000, Bachelors, Never-married, Tech-support, White, Female, United-States
45, Private,128000, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States
51, Self-emp-inc,196000, Some-college, Separated, Sales, White, Female, United-States
46, Private,59000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
31, Self-emp-not-inc,162000, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States
29, ?,351000, 10th, Never-married, ?, White, Female, United-States
39, Private,345000, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States
35, Private,112000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
26, Private,177000, Bachelors, Never-married, Adm-clerical, White, Female, United-States
51, Private,138000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
31, Private,310000, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, South
39, Private,337000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
26, Private,207000, 11th, Never-married, Other-service, White, Male, Mexico
25, Private,193000, Bachelors, Married-civ-spouse, Tech-support, White, Male, United-States
61, Federal-gov,229000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
49, Private,63000, HS-grad, Divorced, Sales, White, Female, United-States
53, Private,265000, Bachelors, Never-married, Prof-specialty, White, Female, Mexico
52, Private,371000, Preschool, Married-civ-spouse, Machine-op-inspct, White, Male, El-Salvador
52, Private,164000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
74, ?,90000, Bachelors, Widowed, ?, Other, Female, United-States
50, Private,558000, HS-grad, Divorced, Adm-clerical, Black, Male, United-States
29, Private,125000, Bachelors, Never-married, Sales, White, Female, United-States
76, Private,209000, 7th-8th, Widowed, Protective-serv, White, Male, United-States
19, Private,95000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
25, Private,170000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
45, Private,101000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
34, Private,169000, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States
20, Private,213000, Some-college, Never-married, Other-service, White, Female, United-States
66, ?,171000, Masters, Widowed, ?, White, Male, United-States
63, ?,171000, Bachelors, Married-civ-spouse, ?, Black, Female, United-States
27, Private,100000, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States
41, Private,105000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
43, Private,175000, HS-grad, Married-civ-spouse, Other-service, White, Male, Nicaragua
23, Private,150000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
37, Federal-gov,215000, Some-college, Divorced, Adm-clerical, Black, Female, United-States
31, Private,167000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
33, State-gov,44000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
28, Private,192000, Assoc-acdm, Never-married, Sales, White, Male, United-States
70, ?,159000, HS-grad, Widowed, ?, White, Female, United-States
35, Private,339000, Some-college, Divorced, Adm-clerical, White, Female, United-States
41, Private,136000, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, United-States
17, Private,72000, 11th, Never-married, Other-service, White, Female, United-States
41, Local-gov,190000, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, United-States
44, Private,404000, Assoc-voc, Divorced, Sales, White, Male, United-States
47, Private,457000, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, Mexico
24, Private,279000, HS-grad, Never-married, Handlers-cleaners, Black, Male, United-States
38, Self-emp-not-inc,66000, Assoc-voc, Divorced, Other-service, White, Female, United-States
34, Private,190000, Some-college, Married-civ-spouse, Exec-managerial, Black, Male, Jamaica
62, Local-gov,224000, HS-grad, Divorced, Other-service, Black, Female, United-States
27, Local-gov,199000, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States
59, Private,139000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
35, Private,119000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
38, Private,195000, HS-grad, Separated, Other-service, Black, Female, United-States
28, Private,187000, Some-college, Never-married, Other-service, White, Female, United-States
28, Private,329000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
59, State-gov,159000, 9th, Married-civ-spouse, Transport-moving, White, Male, United-States
42, Private,139000, Some-college, Separated, Adm-clerical, White, Female, United-States
54, Local-gov,286000, Masters, Never-married, Prof-specialty, White, Female, United-States
39, Private,182000, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States
41, Private,194000, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, United-States
43, Private,216000, Bachelors, Divorced, Adm-clerical, White, Female, Germany
32, Self-emp-inc,125000, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Iran
62, Private,109000, Some-college, Separated, Sales, White, Female, United-States
58, Private,256000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
43, Private,326000, HS-grad, Divorced, Craft-repair, White, Male, United-States
67, ?,175000, Some-college, Married-civ-spouse, ?, White, Male, United-States
31, Private,243000, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States
51, Local-gov,155000, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States
54, Private,190000, Bachelors, Never-married, Other-service, Black, Female, United-States
20, Private,39000, Some-college, Never-married, Machine-op-inspct, White, Male, United-States
35, Private,207000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
22, Private,128000, HS-grad, Never-married, Other-service, White, Female, United-States
38, Private,234000, Bachelors, Divorced, Exec-managerial, White, Male, United-States
42, Private,182000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
44, State-gov,167000, Masters, Married-civ-spouse, Adm-clerical, White, Male, United-States
28, Self-emp-not-inc,33000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
74, Self-emp-inc,168000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
34, Private,179000, HS-grad, Married-civ-spouse, Exec-managerial, Black, Female, United-States
50, State-gov,298000, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States
50, Private,198000, Assoc-voc, Widowed, Exec-managerial, White, Female, United-States
43, Private,241000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
29, Self-emp-not-inc,170000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
30, ?,165000, HS-grad, Separated, ?, Black, Female, United-States
61, Private,210000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
21, Private,155000, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Vietnam
27, Private,333000, Bachelors, Never-married, Other-service, White, Male, ?
47, Private,193000, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, Iran
39, Private,49000, Assoc-acdm, Divorced, Prof-specialty, White, Female, United-States
33, Private,136000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
22, Private,509000, HS-grad, Never-married, Sales, Black, Female, United-States
38, Private,319000, Some-college, Divorced, Adm-clerical, Black, Female, United-States
45, Private,105000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
42, Private,248000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
35, Private,220000, Some-college, Never-married, Craft-repair, White, Male, Germany
21, Private,170000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
49, State-gov,131000, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States
50, Private,172000, Bachelors, Separated, Prof-specialty, Other, Female, United-States
36, State-gov,340000, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States
20, Private,205000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
49, Private,213000, HS-grad, Separated, Prof-specialty, Black, Female, United-States
40, State-gov,377000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
22, Private,185000, Some-college, Divorced, Adm-clerical, White, Female, United-States
60, ?,188000, HS-grad, Divorced, ?, White, Female, United-States
67, Private,233000, 11th, Widowed, Adm-clerical, White, Female, United-States
21, Private,177000, Some-college, Never-married, Adm-clerical, Other, Female, United-States
60, Self-emp-not-inc,21000, HS-grad, Married-civ-spouse, Farming-fishing, Amer-Indian-Eskimo, Male, United-States
17, Private,52000, 11th, Never-married, Other-service, White, Female, United-States
43, Private,183000, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States
49, State-gov,36000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
41, Private,125000, Bachelors, Separated, Prof-specialty, Black, Female, United-States
38, Private,102000, Some-college, Divorced, Craft-repair, White, Male, United-States
38, Private,166000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
35, Private,298000, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, United-States
40, Private,120000, Some-college, Never-married, Sales, White, Male, United-States
23, ?,88000, Some-college, Separated, ?, White, Female, United-States
19, ?,278000, Some-college, Never-married, ?, White, Female, United-States
40, Private,156000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
46, State-gov,163000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
25, Private,65000, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States
36, Private,226000, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States
24, Private,323000, Assoc-acdm, Never-married, Handlers-cleaners, White, Male, United-States
62, Private,202000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
54, Private,175000, Preschool, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, China
23, Private,202000, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States
60, Private,166000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
18, Self-emp-inc,148000, HS-grad, Never-married, Farming-fishing, White, Female, United-States
41, Local-gov,213000, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States
45, Local-gov,34000, Masters, Never-married, Prof-specialty, White, Female, United-States
62, State-gov,199000, Assoc-voc, Widowed, Exec-managerial, Black, Female, United-States
28, Private,91000, Bachelors, Married-spouse-absent, Tech-support, Black, Female, United-States
36, Self-emp-inc,338000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, Yugoslavia
31, Private,187000, HS-grad, Never-married, Sales, White, Male, United-States
44, Private,261000, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male, ?
33, Self-emp-not-inc,362000, HS-grad, Separated, Craft-repair, White, Male, United-States
62, Self-emp-not-inc,227000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
27, Private,100000, 7th-8th, Married-civ-spouse, Other-service, White, Female, United-States
42, Federal-gov,273000, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States
55, Private,255000, 9th, Never-married, Handlers-cleaners, Black, Male, United-States
41, Private,207000, HS-grad, Never-married, Sales, White, Female, United-States
26, Private,39000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
45, Private,48000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
67, Self-emp-not-inc,152000, HS-grad, Widowed, Farming-fishing, White, Male, United-States
25, Private,235000, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States
30, Self-emp-inc,128000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
22, Private,180000, Bachelors, Never-married, Exec-managerial, White, Male, United-States
19, Private,32000, Some-college, Never-married, Other-service, White, Male, United-States
26, Private,138000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
61, Private,228000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
32, Private,159000, Prof-school, Never-married, Sales, White, Female, United-States
43, Private,33000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
53, Private,271000, HS-grad, Divorced, Priv-house-serv, White, Female, United-States
53, Federal-gov,290000, Some-college, Divorced, Adm-clerical, White, Male, United-States
42, Self-emp-inc,287000, 12th, Divorced, Craft-repair, White, Male, United-States
36, Private,129000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
55, Self-emp-not-inc,185000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
35, Federal-gov,50000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
17, Private,98000, 11th, Never-married, Sales, White, Female, United-States
55, Self-emp-not-inc,284000, Prof-school, Divorced, Prof-specialty, White, Female, United-States
36, Private,98000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
40, Local-gov,203000, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States
54, Self-emp-not-inc,118000, 10th, Divorced, Other-service, Black, Female, United-States
45, Self-emp-not-inc,184000, Bachelors, Divorced, Prof-specialty, White, Male, United-States
48, Private,346000, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States
40, Local-gov,100000, Prof-school, Never-married, Exec-managerial, White, Male, United-States
31, Private,253000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
26, Private,191000, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Male, Taiwan
34, Private,288000, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States
19, Private,204000, HS-grad, Never-married, Adm-clerical, Other, Female, Puerto-Rico
31, Federal-gov,295000, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States
34, Private,159000, HS-grad, Never-married, Prof-specialty, White, Female, United-States
55, Local-gov,162000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
38, Private,53000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
21, Private,252000, HS-grad, Never-married, Handlers-cleaners, White, Male, Mexico
27, Private,190000, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States
35, Private,408000, HS-grad, Separated, Other-service, Black, Male, United-States
20, Private,167000, Some-college, Never-married, Adm-clerical, Other, Female, United-States
24, Self-emp-not-inc,35000, Assoc-voc, Never-married, Other-service, White, Female, United-States
27, Private,143000, Masters, Never-married, Tech-support, White, Male, ?
18, Federal-gov,202000, 11th, Never-married, Machine-op-inspct, White, Male, United-States
28, Local-gov,180000, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States
36, Private,95000, HS-grad, Divorced, Transport-moving, White, Female, United-States
66, Private,350000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
19, Private,202000, Some-college, Never-married, Other-service, White, Female, United-States
59, Self-emp-not-inc,119000, 10th, Married-civ-spouse, Exec-managerial, White, Female, United-States
33, Private,150000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
28, Private,419000, 7th-8th, Separated, Handlers-cleaners, White, Male, Mexico
34, Private,175000, Bachelors, Never-married, Other-service, White, Male, United-States
41, Private,171000, Some-college, Divorced, Adm-clerical, White, Female, United-States
30, Private,206000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
59, Private,203000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
42, Private,121000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
47, Private,160000, HS-grad, Separated, Prof-specialty, Black, Female, United-States
29, Private,84000, 10th, Married-spouse-absent, Adm-clerical, White, Female, Mexico
60, Private,139000, Some-college, Married-spouse-absent, Machine-op-inspct, White, Male, United-States
53, Local-gov,124000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
41, Private,31000, 7th-8th, Married-civ-spouse, Exec-managerial, White, Male, United-States
32, Private,138000, Some-college, Divorced, Sales, White, Female, United-States
73, ?,139000, HS-grad, Widowed, ?, White, Female, United-States
20, Private,238000, HS-grad, Never-married, Sales, White, Female, United-States
49, Private,341000, Masters, Married-civ-spouse, Sales, White, Male, United-States
36, Local-gov,225000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
33, State-gov,112000, Some-college, Divorced, Adm-clerical, White, Female, United-States
25, Private,125000, Some-college, Never-married, Other-service, Asian-Pac-Islander, Female, United-States
34, ?,311000, HS-grad, Married-civ-spouse, ?, Black, Male, United-States
19, ?,72000, Some-college, Never-married, ?, Asian-Pac-Islander, Female, United-States
40, Local-gov,99000, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, United-States
48, Private,250000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
51, Private,207000, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
22, Private,231000, Assoc-acdm, Never-married, Handlers-cleaners, Black, Male, Jamaica
34, Private,242000, Some-college, Married-civ-spouse, Prof-specialty, Black, Male, United-States
22, Private,135000, 10th, Married-civ-spouse, Sales, White, Female, United-States
34, Self-emp-inc,199000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
56, Private,174000, HS-grad, Divorced, Other-service, White, Male, United-States
49, Private,166000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
36, Private,274000, Bachelors, Never-married, Other-service, White, Female, United-States
18, Private,192000, Some-college, Never-married, Sales, White, Female, United-States
26, Self-emp-not-inc,102000, HS-grad, Never-married, Craft-repair, White, Male, United-States
48, Private,235000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
35, Self-emp-not-inc,469000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
29, Private,85000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
47, Private,149000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
21, Private,35000, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States
28, Private,211000, Some-college, Never-married, Sales, White, Female, United-States
53, Private,33000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
65, Federal-gov,180000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
26, Private,220000, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States
50, Private,135000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
26, Private,107000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
70, Private,90000, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States
55, Private,165000, Some-college, Divorced, Machine-op-inspct, White, Male, United-States
27, Federal-gov,257000, Bachelors, Never-married, Transport-moving, White, Male, United-States
31, Private,227000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, Cuba
43, Private,125000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
24, Private,190000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
22, Private,176000, 7th-8th, Never-married, Other-service, White, Female, Mexico
26, Private,284000, HS-grad, Never-married, Craft-repair, Black, Female, United-States
23, Private,102000, 10th, Never-married, Craft-repair, White, Female, United-States
41, Self-emp-not-inc,134000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
52, Private,261000, Masters, Married-civ-spouse, Sales, White, Male, United-States
41, Self-emp-not-inc,238000, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, United-States
59, Self-emp-not-inc,149000, 10th, Married-civ-spouse, Farming-fishing, White, Male, United-States
56, Self-emp-not-inc,48000, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States
58, Private,234000, HS-grad, Divorced, Craft-repair, White, Male, United-States
65, Private,113000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
24, Local-gov,34000, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Male, United-States
51, Private,175000, Assoc-acdm, Married-civ-spouse, Sales, White, Male, United-States
31, Private,280000, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
84, Private,188000, HS-grad, Widowed, Prof-specialty, White, Female, United-States
51, Private,97000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
24, Local-gov,84000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
30, Private,276000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
22, Private,386000, 10th, Never-married, Other-service, White, Male, Mexico
30, Private,196000, Masters, Never-married, Prof-specialty, White, Male, Ireland
47, Private,97000, Some-college, Divorced, Exec-managerial, White, Female, United-States
19, Private,198000, HS-grad, Never-married, Sales, White, Female, United-States
43, Self-emp-not-inc,147000, Some-college, Divorced, Adm-clerical, White, Female, United-States
30, Private,186000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
46, Private,73000, Masters, Divorced, Exec-managerial, White, Female, United-States
49, Local-gov,275000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
37, Private,209000, 5th-6th, Never-married, Machine-op-inspct, White, Female, Mexico
42, Private,211000, Masters, Never-married, Exec-managerial, White, Male, United-States
57, Private,372000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
46, Private,177000, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States
23, Private,210000, Some-college, Never-married, Other-service, White, Female, United-States
26, Private,294000, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States
64, Private,150000, Masters, Never-married, Prof-specialty, White, Female, United-States
20, Private,323000, HS-grad, Never-married, Adm-clerical, White, Female, Germany
31, Private,127000, HS-grad, Divorced, Transport-moving, White, Male, United-States
38, Private,173000, Bachelors, Married-civ-spouse, Tech-support, White, Male, United-States
44, Private,115000, Some-college, Divorced, Machine-op-inspct, White, Male, United-States
42, Self-emp-not-inc,102000, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, United-States
23, Private,265000, Bachelors, Never-married, Exec-managerial, White, Male, United-States
31, Local-gov,193000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
35, Self-emp-not-inc,349000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
30, Self-emp-not-inc,149000, Some-college, Divorced, Craft-repair, White, Male, United-States
35, Private,127000, HS-grad, Divorced, Craft-repair, White, Male, United-States
40, Private,106000, HS-grad, Married-spouse-absent, Adm-clerical, White, Female, United-States
18, Private,188000, 11th, Never-married, Other-service, White, Female, United-States
23, Private,184000, 10th, Never-married, Transport-moving, Asian-Pac-Islander, Male, ?
63, Private,124000, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male, United-States
20, State-gov,201000, HS-grad, Never-married, Transport-moving, White, Male, United-States
50, Local-gov,100000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
49, Private,130000, Masters, Married-civ-spouse, Sales, White, Male, United-States
53, Self-emp-not-inc,298000, 10th, Married-civ-spouse, Farming-fishing, White, Male, United-States
34, Private,195000, HS-grad, Separated, Adm-clerical, White, Female, United-States
54, Private,153000, HS-grad, Divorced, Transport-moving, White, Male, United-States
40, Private,127000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
22, Private,207000, Bachelors, Never-married, Sales, White, Female, United-States
28, Private,412000, 10th, Never-married, Farming-fishing, White, Male, Mexico
24, Private,654000, HS-grad, Never-married, Craft-repair, White, Male, El-Salvador
37, Private,71000, 1st-4th, Never-married, Other-service, White, Female, El-Salvador
62, Private,198000, HS-grad, Married-civ-spouse, Sales, White, Female, United-States
19, ?,309000, Some-college, Never-married, ?, White, Male, United-States
51, Private,335000, Assoc-voc, Widowed, Prof-specialty, Asian-Pac-Islander, Female, United-States
65, Private,105000, Some-college, Widowed, Adm-clerical, White, Female, United-States
31, Private,151000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
42, Self-emp-inc,79000, Some-college, Divorced, Exec-managerial, White, Male, United-States
42, Private,98000, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States
54, Private,231000, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, Cuba
23, Private,118000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
28, Private,69000, HS-grad, Never-married, Other-service, White, Female, United-States
42, Private,342000, 11th, Divorced, Craft-repair, White, Male, United-States
30, Private,66000, HS-grad, Never-married, Exec-managerial, Black, Male, United-States
33, Federal-gov,188000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
33, Private,199000, HS-grad, Divorced, Tech-support, White, Female, United-States
39, Private,161000, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States
27, Private,706000, 11th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
20, ?,348000, 11th, Never-married, ?, Black, Male, United-States
62, Private,78000, 5th-6th, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male, Philippines
17, Private,161000, 10th, Never-married, Sales, White, Male, United-States
58, Private,201000, Some-college, Divorced, Adm-clerical, Black, Female, United-States
69, Self-emp-inc,108000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
34, Private,230000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
34, Private,203000, Bachelors, Separated, Sales, White, Male, United-States
20, Private,374000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
64, Federal-gov,342000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
27, Private,120000, Some-college, Married-civ-spouse, Craft-repair, White, Male, ?
41, Private,178000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
40, Private,233000, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, El-Salvador
53, Local-gov,193000, Masters, Married-civ-spouse, Adm-clerical, White, Male, United-States
44, Private,33000, Doctorate, Never-married, Prof-specialty, White, Male, United-States
37, Private,187000, 5th-6th, Never-married, Adm-clerical, White, Female, Mexico
46, Private,79000, Bachelors, Married-civ-spouse, Tech-support, White, Male, United-States
17, Private,102000, 9th, Never-married, Machine-op-inspct, White, Male, United-States
35, Private,118000, HS-grad, Divorced, Craft-repair, White, Male, United-States
36, Local-gov,111000, Assoc-acdm, Separated, Adm-clerical, White, Female, United-States
49, State-gov,207000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
48, Private,43000, Prof-school, Divorced, Prof-specialty, White, Female, United-States
26, Private,120000, Bachelors, Never-married, Sales, White, Male, United-States
26, Private,189000, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States
35, State-gov,191000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
29, Private,84000, 9th, Never-married, Machine-op-inspct, White, Male, United-States
54, Private,36000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
36, Local-gov,59000, Some-college, Separated, Adm-clerical, Black, Male, United-States
25, Private,202000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
18, Local-gov,56000, 10th, Never-married, Other-service, White, Male, United-States
21, Private,118000, Some-college, Never-married, Sales, Black, Female, United-States
22, Private,280000, HS-grad, Married-civ-spouse, Other-service, Black, Male, United-States
52, Private,111000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, El-Salvador
36, Self-emp-not-inc,90000, Some-college, Married-civ-spouse, Other-service, White, Female, United-States
25, Private,122000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
49, Self-emp-not-inc,43000, Doctorate, Never-married, Prof-specialty, White, Male, United-States
42, Private,34000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
37, Private,38000, Assoc-voc, Married-civ-spouse, Sales, White, Male, United-States
39, Private,161000, Assoc-acdm, Never-married, Craft-repair, White, Male, United-States
32, Private,342000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
53, Private,64000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
30, Private,374000, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States
51, Private,206000, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States
62, Local-gov,208000, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States
38, Private,222000, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico
23, Private,348000, Bachelors, Never-married, Tech-support, White, Male, United-States
